window_index,split,n_samples,score_-1,score_0,score_1
0,val,133,0.05393006280064583,0.8282710313796997,0.11779887229204178
1,val,91,0.04585563763976097,0.798858642578125,0.1552857756614685
2,val,111,0.06535780429840088,0.8062695860862732,0.12837271392345428
3,val,110,0.047770582139492035,0.8175121545791626,0.13471719622612
4,val,123,0.061094801872968674,0.7950096726417542,0.14389561116695404
5,val,122,0.05853034555912018,0.8368426561355591,0.10462696105241776
6,val,133,0.05719165876507759,0.8017868399620056,0.1410215049982071
7,val,79,0.046517930924892426,0.8106157183647156,0.14286640286445618
8,val,138,0.05236928537487984,0.8213414549827576,0.1262892782688141
9,val,164,0.05672222375869751,0.7802348136901855,0.16304302215576172
10,val,128,0.055513642728328705,0.826562762260437,0.11792358756065369
11,val,135,0.050017617642879486,0.8038932681083679,0.1460891216993332
12,val,214,0.05229644104838371,0.8100154399871826,0.13768808543682098
13,val,158,0.047526147216558456,0.8269227147102356,0.1255510300397873
14,val,204,0.04706874117255211,0.810455322265625,0.1424759179353714
15,test,150,0.0602542869746685,0.8018316626548767,0.13791407644748688
16,test,101,0.055831290781497955,0.8062533140182495,0.13791537284851074
17,test,99,0.05118412524461746,0.801577091217041,0.14723874628543854
18,test,157,0.050533752888441086,0.8239045143127441,0.12556160986423492
19,test,162,0.04960450902581215,0.8142781257629395,0.13611727952957153
20,test,269,0.05107225105166435,0.8176228404045105,0.13130487501621246
21,test,467,0.04631940647959709,0.8246701955795288,0.129010409116745
22,test,419,0.05325718969106674,0.8219700455665588,0.12477278709411621
23,test,320,0.04755624756217003,0.8342693448066711,0.1181744709610939
24,test,366,0.04698573052883148,0.8085225224494934,0.1444917917251587
25,test,319,0.04779104143381119,0.8291382789611816,0.12307070940732956
26,test,321,0.04384026676416397,0.8332204818725586,0.12293925881385803
