window_index,split,n_samples,score_-1,score_0,score_1
0,val,38,0.06642564386129379,0.7920293807983398,0.14154501259326935
1,val,30,0.06618804484605789,0.8042758703231812,0.1295359879732132
2,val,40,0.061650924384593964,0.7737050652503967,0.1646440327167511
3,val,75,0.0461733378469944,0.8131110668182373,0.1407155990600586
4,val,62,0.052926745265722275,0.8212370276451111,0.12583625316619873
5,val,65,0.04421740770339966,0.8180985450744629,0.13768398761749268
6,val,86,0.05319208279252052,0.8639903664588928,0.0828176736831665
7,val,54,0.05339557304978371,0.838808536529541,0.10779576003551483
8,val,55,0.0484207458794117,0.8407705426216125,0.1108088493347168
9,val,68,0.04059036076068878,0.8216751217842102,0.13773445785045624
10,val,39,0.06456737220287323,0.8417008519172668,0.09373176097869873
11,val,60,0.04789846017956734,0.750633955001831,0.2014675885438919
12,val,114,0.05980139598250389,0.7967854738235474,0.14341314136981964
13,val,131,0.0533733069896698,0.7935135364532471,0.15311317145824432
14,val,112,0.045770663768053055,0.7898191809654236,0.16441015899181366
15,test,81,0.0648183822631836,0.7752966284751892,0.15988504886627197
16,test,93,0.049196310341358185,0.8019829392433167,0.14882078766822815
17,test,88,0.052421148866415024,0.8261554837226868,0.12142335623502731
18,test,63,0.04326116293668747,0.8286216855049133,0.128117173910141
19,test,102,0.049859609454870224,0.7838961482048035,0.16624420881271362
20,test,84,0.054143887013196945,0.8527789115905762,0.0930771455168724
21,test,78,0.05920455977320671,0.8537589907646179,0.08703645318746567
22,test,63,0.042188938707113266,0.8471235036849976,0.11068760603666306
23,test,91,0.04005320370197296,0.8464453816413879,0.11350150406360626
24,test,131,0.06399039179086685,0.7926915287971497,0.1433180868625641
25,test,58,0.0768340677022934,0.8242402076721191,0.09892576187849045
26,test,44,0.05172409117221832,0.8098140954971313,0.1384618729352951
