window_index,split,n_samples,score_-1,score_0,score_1
0,val,32,0.04117222875356674,0.8216624855995178,0.13716526329517365
1,val,30,0.0408681258559227,0.7642976641654968,0.1948341727256775
2,val,39,0.04535362869501114,0.8335717916488647,0.12107448279857635
3,val,20,0.03289560601115227,0.8490122556686401,0.11809207499027252
4,val,32,0.0497644767165184,0.8471798896789551,0.10305565595626831
5,val,21,0.042596157640218735,0.8239014744758606,0.13350233435630798
6,val,35,0.05131062865257263,0.8345471620559692,0.11414214223623276
7,val,29,0.042893584817647934,0.8502469658851624,0.106859490275383
8,val,14,0.042017851024866104,0.8639473915100098,0.09403490275144577
9,val,32,0.06450481712818146,0.7815914750099182,0.15390372276306152
10,val,26,0.04977286234498024,0.706177830696106,0.2440492957830429
11,val,20,0.061220962554216385,0.7376992702484131,0.20107980072498322
12,val,41,0.05304104462265968,0.7969576120376587,0.15000134706497192
13,val,49,0.0488630011677742,0.7761271595954895,0.17500977218151093
14,val,46,0.047474268823862076,0.8494462370872498,0.1030794233083725
15,test,55,0.05053070932626724,0.8193192481994629,0.13015009462833405
16,test,94,0.05410865694284439,0.8397190570831299,0.10617233067750931
17,test,83,0.049976080656051636,0.8206005096435547,0.12942343950271606
18,test,75,0.039644841104745865,0.844211757183075,0.11614333838224411
19,test,116,0.048081591725349426,0.8107737898826599,0.14114466309547424
20,test,101,0.04972779005765915,0.8060013651847839,0.14427080750465393
21,test,78,0.04570111259818077,0.8123766183853149,0.14192233979701996
22,test,73,0.04698033258318901,0.8194789886474609,0.13354073464870453
23,test,43,0.06630786508321762,0.8060778975486755,0.12761415541172028
24,test,33,0.07073695957660675,0.7779682874679565,0.15129481256008148
25,test,38,0.036319807171821594,0.6903907656669617,0.27328938245773315
26,test,27,0.035925623029470444,0.6502602100372314,0.3138141334056854
