window_index,split,n_samples,score_-1,score_0,score_1
0,val,109,0.0491161085665226,0.8561895489692688,0.09469423443078995
1,val,111,0.04984138160943985,0.8202272057533264,0.12993142008781433
2,val,60,0.04798411205410957,0.8560815453529358,0.09593436866998672
3,val,99,0.04446662217378616,0.8163478374481201,0.13918553292751312
4,val,70,0.04731384664773941,0.8481398820877075,0.10454628616571426
5,val,65,0.06669095903635025,0.823542594909668,0.10976644605398178
6,val,58,0.0425243154168129,0.8455968499183655,0.11187886446714401
7,val,57,0.041844047605991364,0.8527766466140747,0.10537932068109512
8,val,57,0.06532404571771622,0.8358705043792725,0.09880547225475311
9,val,116,0.052589721977710724,0.8399776816368103,0.10743266344070435
10,val,155,0.049487367272377014,0.8268212080001831,0.1236913651227951
11,val,178,0.053610846400260925,0.829511821269989,0.11687722057104111
12,val,206,0.051663320511579514,0.8325464725494385,0.11579015105962753
13,val,164,0.05863115191459656,0.8280684947967529,0.11330032348632812
14,val,205,0.0517411008477211,0.8216527700424194,0.12660613656044006
15,test,144,0.05441184341907501,0.8350752592086792,0.11051288992166519
16,test,165,0.052327949553728104,0.8370488882064819,0.11062315851449966
17,test,170,0.055054035037755966,0.838297963142395,0.10664811730384827
18,test,160,0.04788349196314812,0.8485356569290161,0.10358084738254547
19,test,152,0.05392923578619957,0.8299872279167175,0.11608359962701797
20,test,151,0.057094547897577286,0.818074643611908,0.12483078986406326
21,test,180,0.04630028456449509,0.8411477208137512,0.11255193501710892
22,test,154,0.060268647968769073,0.8143138289451599,0.1254175305366516
23,test,181,0.058631476014852524,0.8231751918792725,0.1181933805346489
24,test,204,0.052742406725883484,0.821870744228363,0.12538687884807587
25,test,122,0.05268588662147522,0.8115429282188416,0.13577121496200562
26,test,84,0.06465058773756027,0.7829117774963379,0.15243776142597198
