window_index,split,n_samples,score_-1,score_0,score_1
0,val,65,0.054618991911411285,0.8378962278366089,0.1074848547577858
1,val,43,0.039848655462265015,0.8379108309745789,0.12224045395851135
2,val,29,0.04373297840356827,0.828132688999176,0.12813438475131989
3,val,31,0.052709080278873444,0.7844985127449036,0.16279236972332
4,val,50,0.03961564600467682,0.8601974248886108,0.10018686950206757
5,val,33,0.04638034477829933,0.8692412972450256,0.08437833935022354
6,val,77,0.05469691380858421,0.8169339299201965,0.12836921215057373
7,val,42,0.04175190627574921,0.8476553559303284,0.11059275269508362
8,val,39,0.04088420420885086,0.8370692133903503,0.12204670161008835
9,val,39,0.03929811343550682,0.8563446402549744,0.10435730218887329
10,val,43,0.049315065145492554,0.8232346177101135,0.12745028734207153
11,val,44,0.04415721073746681,0.8575591444969177,0.09828376024961472
12,val,69,0.05514106899499893,0.7877180576324463,0.15714088082313538
13,val,51,0.048058588057756424,0.8146207332611084,0.1373206526041031
14,val,45,0.043427638709545135,0.8128852248191833,0.14368706941604614
15,test,20,0.0349409244954586,0.8174331784248352,0.14762595295906067
16,test,38,0.040961455553770065,0.8274914026260376,0.13154703378677368
17,test,40,0.04088377207517624,0.7660746574401855,0.19304151833057404
18,test,47,0.04678754508495331,0.8012998104095459,0.1519125998020172
19,test,41,0.04737016186118126,0.8438271284103394,0.1088026911020279
20,test,52,0.04732883721590042,0.8488747477531433,0.10379639267921448
21,test,43,0.04529877379536629,0.8430162668228149,0.1116848886013031
22,test,34,0.041271060705184937,0.7995120882987976,0.15921683609485626
23,test,42,0.09403763711452484,0.786896824836731,0.11906546354293823
24,test,66,0.04998024180531502,0.8161720633506775,0.13384774327278137
25,test,45,0.08812716603279114,0.7965800166130066,0.1152927502989769
26,test,28,0.05941149964928627,0.8373111486434937,0.10327733308076859
