window_index,t_window,split,quant_prev_-1,quant_prev_0,quant_prev_1
15,1455062400.0,test,0.0,0.6262962730186664,0.3737037269813337
16,1455148800.0,test,0.3005328811917161,0.4536151144483468,0.245852004359937
17,1455235200.0,test,0.3642557979621179,0.2015377883353128,0.4342064137025692
18,1455321600.0,test,0.3256063245343695,0.025994908213855,0.6483987672517755
19,1455408000.0,test,0.1893496613786065,0.0,0.8106503386213935
20,1455494400.0,test,0.0730748805098247,0.0,0.9269251194901752
21,1455580800.0,test,0.0065085030442998,0.0143816922107915,0.9791098047449086
22,1455667200.0,test,0.5101780521401968,0.3615121677465435,0.1283097801132595
23,1455753600.0,test,0.4963841481052936,0.0010124385305177,0.5026034133641886
24,1455840000.0,test,0.8652520368878145,0.0,0.1347479631121855
25,1455926400.0,test,0.6677718832891247,0.0,0.3322281167108754
26,1456012800.0,test,0.0,0.5024444332442921,0.4975555667557079
27,1456099200.0,test,0.0053291226685088,0.9868745682423764,0.0077963090891147
28,1456185600.0,test,0.0,0.4904718230918169,0.509528176908183
29,1456272000.0,test,0.2449981124952812,0.0,0.7550018875047187
30,1456358400.0,test,0.0046408964853698,0.4293961174939159,0.5659629860207142
31,1456444800.0,test,0.2392464233438783,0.4617781764955852,0.2989754001605363
32,1456531200.0,test,0.0,0.5703461941951277,0.4296538058048723
33,1456617600.0,test,0.2717739586367608,0.7282260413632392,0.0
34,1456704000.0,test,0.0716709651147007,0.6787023211619384,0.2496267137233609
35,1456790400.0,test,0.0369218420788602,0.4614226948931474,0.5016554630279925
36,1456876800.0,test,0.0,0.4995746384426762,0.5004253615573238
37,1456963200.0,test,0.0,0.5,0.5
38,1457049600.0,test,0.0,0.4942342706858183,0.5057657293141817
39,1457136000.0,test,0.3254182406907717,0.0,0.6745817593092283
40,1457222400.0,test,0.0985306048859641,0.0,0.901469395114036
41,1457308800.0,test,0.0,0.4818384372247266,0.5181615627752734
42,1457395200.0,test,0.3907268628526168,0.0,0.6092731371473832
43,1457481600.0,test,0.4062973426687958,0.3535192236825942,0.2401834336486099
44,1457568000.0,test,0.0,0.4783515910276473,0.5216484089723527
45,1457654400.0,test,0.0,0.5185572111948095,0.4814427888051905
46,1457740800.0,test,0.0,0.535431338028169,0.464568661971831
47,1457827200.0,test,0.0,1.0,0.0
48,1457913600.0,test,0.0,0.4967793880837359,0.5032206119162641
49,1458000000.0,test,0.0,0.5575689991636466,0.4424310008363535
50,1458086400.0,test,0.0,0.4993491539000701,0.5006508460999299
51,1458172800.0,test,0.0,0.6532958777030117,0.3467041222969882
52,1458259200.0,test,0.0,1.0,0.0
53,1458345600.0,test,0.0,0.996512207274539,0.0034877927254608
54,1458432000.0,test,0.0,1.0,0.0
55,1458518400.0,test,0.0,0.5,0.5
56,1458604800.0,test,0.0,0.5,0.5
57,1458691200.0,test,0.0,0.498042365224375,0.5019576347756249
58,1458777600.0,test,0.0,0.4989979959919839,0.501002004008016
59,1458864000.0,test,0.0,0.499198717948718,0.500801282051282
60,1458950400.0,test,0.0,0.4998749687421855,0.5001250312578145
61,1459036800.0,test,0.0,0.5,0.5
62,1459123200.0,test,0.0,0.5,0.5
63,1459209600.0,test,0.0,0.5,0.5
64,1459296000.0,test,0.0,0.4979415603976302,0.5020584396023697
65,1459382400.0,test,0.0,0.499599679743795,0.500400320256205
66,1459468800.0,test,0.0,0.4998749687421855,0.5001250312578145
67,1459555200.0,test,0.0,0.497891142799759,0.502108857200241
68,1459641600.0,test,0.0,0.5139802631578947,0.4860197368421052
69,1459728000.0,test,0.0,0.5557099194220616,0.4442900805779383
70,1459814400.0,test,0.0,0.5,0.5
71,1459900800.0,test,0.0,0.4998999799959992,0.5001000200040008
72,1459987200.0,test,0.0,0.4988222322457776,0.5011777677542225
73,1460073600.0,test,0.0,0.4996998198919351,0.5003001801080648
74,1460160000.0,test,0.0,0.4998499549864959,0.500150045013504
75,1460246400.0,test,0.0,0.4991736365002253,0.5008263634997746
76,1460332800.0,test,0.0,0.5,0.5
77,1460419200.0,test,0.0,0.5,0.5
78,1460505600.0,test,0.0,0.4999499949994999,0.5000500050005
79,1460592000.0,test,0.0,0.5,0.5
80,1460678400.0,test,0.0,0.5,0.5
81,1460764800.0,test,0.0,0.5,0.5
82,1460851200.0,test,0.0,0.4998749687421855,0.5001250312578145
83,1460937600.0,test,0.0,0.5,0.5
84,1461024000.0,test,0.0,0.5,0.5
85,1461110400.0,test,0.0,0.5,0.5
86,1461196800.0,test,0.0,0.6699269779594024,0.3300730220405976
87,1461283200.0,test,0.0,0.5,0.5
88,1461369600.0,test,0.0,0.5,0.5
89,1461456000.0,test,0.0,1.0,0.0
90,1461542400.0,test,0.0,0.6800870511425463,0.3199129488574537
91,1461628800.0,test,0.0,0.5851717479080111,0.414828252091989
92,1461715200.0,test,0.0,1.0,0.0
93,1461801600.0,test,0.0,1.0,0.0
94,1461888000.0,test,0.0,0.6947821857847565,0.3052178142152435
95,1461974400.0,test,0.0,0.4998749687421855,0.5001250312578145
96,1462060800.0,test,0.0,0.5,0.5
97,1462147200.0,test,0.0,0.5,0.5
98,1462233600.0,test,0.0,0.5,0.5
99,1462320000.0,test,0.0,0.5,0.5
100,1462406400.0,test,0.0,1.0,0.0
101,1462492800.0,test,0.0,0.5,0.5
102,1462579200.0,test,0.0,0.5,0.5
103,1462665600.0,test,0.0,0.5,0.5
104,1462752000.0,test,0.0,0.5,0.5
105,1462838400.0,test,0.0,1.0,0.0
106,1462924800.0,test,0.0,0.9141603437242892,0.0858396562757107
107,1463011200.0,test,0.0,1.0,0.0
108,1463097600.0,test,0.0,0.5,0.5
109,1463184000.0,test,0.0,0.9337940050424876,0.0662059949575123
110,1463270400.0,test,0.0,0.7488550191455814,0.2511449808544185
111,1463356800.0,test,0.0,0.5,0.5
112,1463443200.0,test,0.0,0.499223796885172,0.500776203114828
