t_epoch_seconds,-1,0,1
1453766400.0,0.06,0.19,0.75
1453766400.0,0.09,0.25,0.66
1453766400.0,0.16,0.31,0.53
1453766400.0,0.17,0.34,0.49
1453766400.0,0.23,0.37,0.4
1453766400.0,0.28,0.46,0.26
1453766400.0,0.28,0.43,0.29
1453766400.0,0.24,0.39,0.37
1453766400.0,0.2,0.4,0.4
1453766400.0,0.15,0.41,0.44
1453766400.0,0.16,0.4,0.44
1453766400.0,0.23,0.29,0.48
1453852800.0,0.37,0.4,0.23
1453852800.0,0.36,0.42,0.22
1453852800.0,0.4,0.42,0.18
1453852800.0,0.4,0.42,0.18
1454025600.0,0.21,0.38,0.41
1454025600.0,0.18,0.44,0.38
1454112000.0,0.27,0.45,0.28
1454112000.0,0.17,0.4,0.43
1454112000.0,0.29,0.22,0.49
1454112000.0,0.2,0.34,0.46
1454112000.0,0.23,0.23,0.54
1454112000.0,0.14,0.32,0.54
1454112000.0,0.19,0.28,0.53
1454112000.0,0.28,0.2,0.52
1454112000.0,0.15,0.29,0.56
1454112000.0,0.22,0.25,0.53
1454112000.0,0.24,0.27,0.49
1454112000.0,0.28,0.27,0.45
1454112000.0,0.35,0.28,0.37
1454112000.0,0.41,0.26,0.33
1454112000.0,0.45,0.31,0.24
1454112000.0,0.3,0.37,0.33
1454112000.0,0.6,0.27,0.13
1454112000.0,0.62,0.27,0.11
1454112000.0,0.66,0.28,0.06
1454112000.0,0.66,0.28,0.06
1454112000.0,0.26,0.41,0.33
1454112000.0,0.71,0.22,0.07
1454112000.0,0.25,0.39,0.36
1454112000.0,0.22,0.42,0.36
1454112000.0,0.2,0.41,0.39
1454112000.0,0.21,0.39,0.4
1454112000.0,0.18,0.42,0.4
1454112000.0,0.16,0.46,0.38
1454112000.0,0.16,0.44,0.4
1454112000.0,0.19,0.41,0.4
1454112000.0,0.23,0.41,0.36
1454112000.0,0.28,0.42,0.3
1454112000.0,0.25,0.39,0.36
1454112000.0,0.29,0.4,0.31
1454112000.0,0.22,0.48,0.3
1454112000.0,0.26,0.4,0.34
1454112000.0,0.3,0.4,0.3
1454112000.0,0.19,0.41,0.4
1454112000.0,0.31,0.4,0.29
1454112000.0,0.31,0.38,0.31
1454112000.0,0.35,0.3,0.35
1454198400.0,0.33,0.31,0.36
1454198400.0,0.26,0.32,0.42
1454198400.0,0.24,0.35,0.41
1454198400.0,0.23,0.31,0.46
1454198400.0,0.21,0.29,0.5
1454198400.0,0.22,0.28,0.5
1454198400.0,0.24,0.36,0.4
1454198400.0,0.27,0.37,0.36
1454198400.0,0.29,0.4,0.31
1454198400.0,0.32,0.38,0.3
1454198400.0,0.34,0.4,0.26
1454198400.0,0.34,0.37,0.29
1454198400.0,0.31,0.35,0.34
1454198400.0,0.28,0.36,0.36
1454198400.0,0.3,0.39,0.31
1454198400.0,0.3,0.4,0.3
1454198400.0,0.27,0.35,0.38
1454198400.0,0.25,0.26,0.49
1454198400.0,0.25,0.26,0.49
1454198400.0,0.23,0.32,0.45
1454198400.0,0.23,0.25,0.52
1454198400.0,0.24,0.3,0.46
