chunk_idx,timestamp,true_-1_pred_-1,true_-1_pred_0,true_-1_pred_1,true_0_pred_-1,true_0_pred_0,true_0_pred_1,true_1_pred_-1,true_1_pred_0,true_1_pred_1,accuracy,f1_macro
27,,3,54,0,1,49,0,2,35,0,0.3611111111111111,0.2055048969942587
28,,7,22,22,9,35,23,0,7,19,0.4236111111111111,0.38850953038032904
29,,37,11,13,15,25,19,0,7,17,0.5486111111111112,0.5369389199086916
30,,11,28,1,4,35,23,3,25,14,0.4166666666666667,0.39865900383141756
31,,5,50,18,9,32,5,9,12,4,0.2847222222222222,0.2383852258852259
32,,1,25,28,0,60,8,1,19,2,0.4375,0.26668512366186786
33,,4,87,3,5,40,0,3,2,0,0.3055555555555556,0.1784139376852454
34,,1,43,2,0,35,5,9,47,2,0.2638888888888889,0.17321940083134113
35,,23,45,7,11,21,22,3,2,10,0.375,0.3751156503888744
36,,3,40,9,0,46,10,0,14,22,0.4930555555555556,0.42342102342102345
37,,1,58,3,0,50,11,0,15,6,0.3958333333333333,0.2893024064816217
38,,5,66,7,1,30,2,0,27,6,0.2847222222222222,0.2512210012210012
39,,14,9,39,7,23,33,11,6,2,0.2708333333333333,0.26544287922271975
40,,20,12,36,4,3,49,2,1,17,0.2777777777777778,0.2625179242723714
41,,18,14,18,1,26,14,4,41,8,0.3611111111111111,0.36380773462697213
42,,40,16,26,13,6,25,5,3,10,0.3888888888888889,0.33283539062295253
43,,19,36,7,15,23,5,10,25,4,0.3194444444444444,0.28871661196724335
44,,16,32,14,4,42,5,2,21,8,0.4583333333333333,0.41071897189044093
45,,3,72,16,1,34,4,0,8,6,0.2986111111111111,0.2692007797270955
46,,1,22,31,0,42,10,0,38,0,0.2986111111111111,0.19393939393939394
47,,0,53,0,0,72,1,0,18,0,0.5,0.2222222222222222
48,,5,29,12,0,33,3,0,59,3,0.2847222222222222,0.23048686565921483
49,,0,57,3,0,37,12,0,34,1,0.2638888888888889,0.15243159410656917
50,,0,35,7,0,31,13,0,51,7,0.2638888888888889,0.1832663500182682
51,,0,50,0,0,65,2,0,27,0,0.4513888888888889,0.20733652312599682
52,,0,80,0,0,50,0,0,14,0,0.3472222222222222,0.17182130584192437
53,,0,45,0,0,55,0,0,44,0,0.3819444444444444,0.1842546063651591
54,,0,30,0,2,59,0,4,49,0,0.4097222222222222,0.19765494137353434
55,,0,47,11,0,53,12,0,20,1,0.375,0.2058058058058058
56,,0,70,11,0,36,6,0,11,10,0.3194444444444444,0.28983228511530396
57,,0,26,16,0,60,13,0,28,1,0.4236111111111111,0.2252031783437566
58,,0,58,15,0,32,26,0,12,1,0.22916666666666666,0.14545454545454548
59,,0,36,6,0,27,6,0,51,18,0.3125,0.24366110080395798
60,,0,39,1,0,46,11,0,25,22,0.4722222222222222,0.3647026933786748
61,,0,19,1,0,105,7,0,12,0,0.7291666666666666,0.28225806451612906
62,,0,18,4,0,68,8,0,43,3,0.4930555555555556,0.2539250966280155
63,,0,21,3,0,53,28,0,13,26,0.5486111111111112,0.3908730158730158
64,,0,16,7,0,60,38,0,7,16,0.5277777777777778,0.34797860212224857
65,,0,45,5,0,65,6,0,23,0,0.4513888888888889,0.21241830065359477
66,,0,91,0,0,45,1,0,6,1,0.3194444444444444,0.23364854215918043
67,,0,90,5,0,48,1,0,0,0,0.3333333333333333,0.17112299465240643
68,,0,34,0,0,94,0,0,16,0,0.6527777777777778,0.26330532212885155
69,,0,19,0,0,60,0,0,64,1,0.4236111111111111,0.20714534507637958
70,,0,20,0,0,61,8,0,38,17,0.5416666666666666,0.3579787234042553
71,,0,38,1,0,61,10,0,15,19,0.5555555555555556,0.4177364864864865
72,,0,59,25,0,29,12,0,3,16,0.3125,0.2946127946127946
73,,0,43,2,0,31,10,0,44,14,0.3125,0.24109014675052412
74,,0,43,3,0,40,19,0,34,5,0.3125,0.20202020202020202
75,,0,45,7,0,44,27,0,8,13,0.3958333333333333,0.30205415499533145
76,,0,41,1,0,37,48,0,11,6,0.2986111111111111,0.19731800766283525
77,,0,27,13,0,43,35,0,21,5,0.3333333333333333,0.2118193393753277
78,,0,35,13,0,28,41,0,18,9,0.2569444444444444,0.19111111111111112
79,,0,36,5,0,45,42,0,1,15,0.4166666666666667,0.3057199211045365
80,,0,29,0,0,68,5,0,37,5,0.5069444444444444,0.28310417440852226
81,,0,37,4,0,37,11,0,49,6,0.2986111111111111,0.19688109161793368
82,,0,37,4,0,55,12,0,29,7,0.4305555555555556,0.2741315061906479
83,,0,64,5,0,46,8,0,21,0,0.3194444444444444,0.16576576576576577
84,,0,46,33,0,33,13,0,18,1,0.2361111111111111,0.16394716394716394
85,,0,35,22,0,50,14,0,23,0,0.3472222222222222,0.1937984496124031
86,,0,54,0,0,67,0,0,23,0,0.4652777777777778,0.21169036334913113
87,,0,15,1,0,63,2,0,63,0,0.4375,0.20388349514563106
88,,0,33,0,0,65,0,0,46,0,0.4513888888888889,0.20733652312599682
89,,0,24,0,0,97,0,0,23,0,0.6736111111111112,0.26832641770401106
90,,0,16,0,0,112,0,0,16,0,0.7777777777777778,0.2916666666666667
91,,0,74,0,0,56,0,0,14,0,0.3888888888888889,0.18666666666666668
92,,0,35,0,0,93,1,0,15,0,0.6458333333333334,0.26160337552742613
93,,0,55,0,0,60,1,0,27,1,0.4236111111111111,0.2192665571975917
94,,0,51,0,0,54,1,0,37,1,0.3819444444444444,0.19940778341793572
95,,0,37,4,0,61,2,0,34,6,0.4652777777777778,0.2854700854700855
96,,0,21,20,0,56,12,0,33,2,0.4027777777777778,0.22906149921294036
97,,0,48,4,0,57,10,0,25,0,0.3958333333333333,0.19289340101522842
98,,0,63,7,0,45,7,0,22,0,0.3125,0.16483516483516483
99,,0,33,0,0,89,0,0,22,0,0.6180555555555556,0.25464949928469244
100,,0,48,0,0,76,0,0,20,0,0.5277777777777778,0.23030303030303031
101,,0,24,7,0,65,13,0,34,1,0.4583333333333333,0.22749348495617153
102,,0,19,12,0,69,15,0,27,2,0.4930555555555556,0.2541442846415988
103,,0,52,7,0,70,8,0,7,0,0.4861111111111111,0.22544283413848631
104,,0,27,3,0,70,21,0,5,18,0.6111111111111112,0.42641158496080783
105,,0,52,0,0,87,0,0,5,0,0.6041666666666666,0.2510822510822511
106,,0,35,0,0,102,0,0,7,0,0.7083333333333334,0.2764227642276423
107,,0,53,0,0,71,0,0,20,0,0.4930555555555556,0.22015503875968992
108,,0,19,1,0,54,1,0,68,1,0.3819444444444444,0.19293272864701436
109,,0,18,0,0,86,0,0,40,0,0.5972222222222222,0.2492753623188406
110,,0,27,0,0,77,0,0,40,0,0.5347222222222222,0.23227752639517343
111,,0,36,4,0,60,9,0,33,2,0.4305555555555556,0.2286868686868687
112,,0,34,35,0,17,42,0,2,14,0.2152777777777778,0.18841789052069424
113,,0,29,17,0,42,32,0,9,15,0.3958333333333333,0.2954545454545454
114,,0,57,6,0,42,28,0,5,6,0.3333333333333333,0.23935091277890466
115,,0,47,0,0,80,11,0,2,4,0.5833333333333334,0.3694083694083694
116,,0,30,0,0,51,0,0,63,0,0.3541666666666667,0.17435897435897438
117,,0,22,0,0,74,0,0,48,0,0.5138888888888888,0.22629969418960247
118,,0,46,0,0,71,4,0,23,0,0.4930555555555556,0.22015503875968992
119,,0,29,1,0,45,17,0,32,20,0.4513888888888889,0.3267195767195767
120,,0,38,11,0,42,25,0,22,6,0.3333333333333333,0.22282333051563818
121,,0,16,11,0,65,6,0,46,0,0.4513888888888889,0.21885521885521886
122,,0,15,0,0,57,0,0,37,0,0.5229357798165137,0.2289156626506024
